customer_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag
100494,29.0,Male,East,Secondary,Self-Employed,323207.63,210942.53,Business,730.8,4,21,48.45,2023-07-13,0
100495,55.0,Male,South,Primary,Salaried,529773.94,282512.47,Home,619.5,2,18,32.79,2022-06-16,0
100496,44.0,Female,East,Graduate,Salaried,671895.03,471833.43,Car,690.0,4,19,17.02,2018-08-30,0
100497,27.0,Male,West,Secondary,Salaried,1739194.13,306310.36,Education,700.1,4,21,30.28,2020-09-25,0
100498,36.0,Female,East,Graduate,Unemployed,239459.04,668261.92,Business,600.2,2,25,44.06,2021-05-08,1
100499,28.0,Male,North,Post-Graduate,Salaried,1040626.12,833292.19,Car,647.3,2,18,14.82,2021-05-27,0
100500,23.0,Male,South,Primary,Salaried,939289.87,644834.77,Business,662.5,0,23,47.24,2024-04-09,1
100501,48.0,Female,South,Graduate,Salaried,358316.71,1188586.62,Education,816.5,4,21,52.84,2026-04-12,1
100502,59.0,Male,South,Primary,Salaried,,577520.28,Car,503.1,3,16,28.93,2022-12-23,0
100503,23.0,Male,West,Secondary,Salaried,427613.6,216829.12,Home,782.5,2,24,15.73,2023-01-27,0
100504,44.0,Male,West,Graduate,Salaried,609139.31,1019709.94,Car,600.4,3,19,21.16,2019-11-15,1
100505,31.0,Female,South,Secondary,Salaried,1261353.13,312984.55,Business,563.4,3,31,35.87,2021-11-12,0
100506,,Female,East,Post-Graduate,Unemployed,2852447.97,777045.33,Education,780.3,2,29,31.67,2025-03-20,0
100507,31.0,Male,South,Graduate,Self-Employed,727528.29,1156887.07,Business,742.2,6,25,36.89,2021-05-17,1
100508,28.0,Male,East,Secondary,Salaried,,591854.24,Car,786.6,1,19,37.29,2019-09-09,1
100509,39.0,Male,East,Secondary,Self-Employed,243152.09,183378.49,Home,748.1,2,18,33.88,2023-07-21,0
100510,29.0,Female,West,Secondary,Salaried,490419.31,259386.77,Home,,2,24,39.88,2023-09-05,0
100511,41.0,Female,East,Secondary,Salaried,1068010.41,995150.78,Car,727.5,2,19,21.92,2025-12-20,0
100512,37.0,Male,South,Primary,Self-Employed,237454.48,406577.26,Business,666.7,3,17,60.67,2023-10-28,1
100513,35.0,Male,West,Secondary,Self-Employed,307851.99,472006.0,Business,709.1,2,32,28.71,2020-10-08,0
100514,28.0,Male,North,Secondary,Self-Employed,589553.54,709487.04,Car,785.7,3,32,51.52,2023-07-11,0
100515,32.0,Female,North,Graduate,Salaried,320011.89,683373.32,Car,613.8,1,24,39.9,2018-05-08,0
100516,46.0,Female,West,Graduate,Unemployed,355679.62,531938.28,Car,624.6,1,22,22.85,2019-02-17,1
100517,,Male,South,Graduate,Salaried,435693.52,397043.78,Car,653.7,0,32,34.56,2023-12-25,0
100518,27.0,Male,North,Primary,Unemployed,259518.69,373025.4,Home,501.1,6,28,33.08,2021-09-19,1
100519,,Male,North,Secondary,Unemployed,321871.13,752941.0,Home,691.7,2,21,29.36,2025-02-08,0
100520,46.0,Female,East,Graduate,Salaried,809813.22,627277.67,Home,519.7,6,24,59.41,2024-09-01,0
100521,20.0,Male,East,Secondary,Self-Employed,267967.28,385625.84,Home,684.5,2,22,22.24,2019-07-25,0
100522,44.0,Female,South,Primary,,228397.74,861362.1,Home,753.5,1,32,44.65,2026-05-22,0
100523,31.0,Female,West,Graduate,Salaried,388932.01,416475.28,Home,639.5,1,15,44.79,2024-10-04,0
100524,44.0,Male,South,Graduate,Salaried,822619.54,269953.65,Education,822.6,0,23,30.23,2018-05-21,0
100525,30.0,Male,West,Graduate,Salaried,493543.64,285392.43,Car,555.9,2,36,10.86,2023-04-24,0
100526,18.0,Male,North,Primary,Unemployed,425982.68,250135.58,Other,781.3,2,24,41.46,2018-02-20,0
100527,20.0,Female,East,Graduate,Self-Employed,563583.56,382145.56,Home,737.4,5,17,25.47,2026-04-23,0
100528,39.0,Female,South,Graduate,Salaried,,943392.24,Car,534.1,1,33,12.63,2026-02-24,1
100529,41.0,Female,South,Graduate,Self-Employed,721986.46,277602.57,Car,850.0,1,28,37.57,2021-11-29,0
100530,28.0,Female,West,Graduate,Unemployed,679126.59,503877.43,Home,850.0,2,31,13.05,2021-09-22,1
100531,45.0,Male,West,Graduate,Salaried,439131.37,303455.2,Business,605.4,2,34,35.91,2025-06-02,0
100532,20.0,Female,South,Graduate,Unemployed,,384930.25,Home,,2,28,43.25,2019-01-01,1
100533,37.0,Female,West,Secondary,Salaried,,181857.4,Other,,0,18,28.34,2026-02-03,0
100534,25.0,Male,South,Graduate,Self-Employed,1022768.27,394226.12,Other,669.2,3,30,53.06,2023-04-19,0
100535,31.0,Other,South,Graduate,Salaried,598777.33,400624.41,Education,688.7,3,31,26.18,2026-05-04,0
100536,39.0,Female,South,Graduate,Salaried,457059.85,622298.79,Education,654.7,3,23,64.37,2023-06-27,0
100537,29.0,Female,North,Secondary,Salaried,544020.96,514510.59,Education,,1,21,21.47,2025-12-11,0
100538,34.0,Female,West,Secondary,Self-Employed,518490.99,219249.93,Car,647.1,3,19,49.23,2018-09-15,0
100539,49.0,Female,East,Post-Graduate,Salaried,1076073.31,862440.82,Education,515.5,1,32,36.07,2018-02-14,0
100540,32.0,Female,East,Graduate,Salaried,304218.06,510519.79,Home,,2,24,19.1,2018-09-26,0
100541,47.0,Male,West,Post-Graduate,Salaried,361597.86,506884.77,Home,478.8,2,14,28.76,2021-08-27,0
100542,26.0,Male,South,Graduate,Unemployed,972514.39,447527.58,Car,710.1,1,19,4.83,2019-11-03,0
100543,44.0,Female,East,Graduate,Salaried,396380.28,329835.19,Education,596.8,5,20,22.9,2026-05-25,0
100544,54.0,Male,East,Graduate,Salaried,902538.61,512822.09,Other,693.9,1,26,31.54,2021-07-25,0
100545,18.0,Male,West,Post-Graduate,Salaried,1400532.88,598604.22,Home,791.7,2,32,23.41,2025-12-14,1
100546,29.0,Male,East,Graduate,Salaried,440949.79,157765.57,Business,599.4,1,20,12.44,2024-01-02,0
100547,44.0,Male,South,Graduate,Self-Employed,800044.67,325704.68,Home,770.2,4,29,32.56,2023-06-13,1
100548,,Female,West,Secondary,Self-Employed,291601.32,386170.66,Car,643.2,2,31,22.34,2018-08-23,0
100549,42.0,Female,South,Secondary,Salaried,832989.96,524764.69,Car,829.0,1,21,32.64,2025-07-01,0
100550,31.0,Male,East,Graduate,Salaried,,920792.02,Car,649.0,1,20,31.76,2025-07-30,0
100551,39.0,Male,East,Secondary,,713433.57,283214.08,Home,608.6,1,33,63.56,2022-01-08,0
100552,36.0,Male,South,Secondary,Salaried,385620.47,333776.12,Education,738.4,3,24,70.73,2024-07-28,0
100553,51.0,Female,North,Secondary,Self-Employed,220593.67,330870.52,Business,643.0,1,28,49.07,2021-11-18,0
100554,41.0,Female,East,Secondary,Self-Employed,725388.17,278197.43,Car,608.5,1,23,49.59,2020-09-20,0
100555,,Male,North,Secondary,Self-Employed,176804.84,365379.19,Car,639.4,3,23,45.51,2018-10-02,1
100556,33.0,Female,East,Secondary,Salaried,461912.51,714604.27,Business,676.2,3,26,49.5,2020-06-28,0
100557,33.0,Female,North,Post-Graduate,Salaried,922943.76,239115.4,Business,794.1,2,34,63.37,2019-03-16,0
100558,33.0,Female,North,Graduate,Unemployed,611223.1,581689.16,Car,515.6,0,25,11.92,2020-12-22,0
100559,42.0,Female,North,Secondary,Salaried,1606007.77,162082.63,Home,682.0,1,26,29.88,2023-03-12,0
100560,33.0,Male,South,Primary,Salaried,966545.44,321322.34,Other,733.1,2,32,35.99,2022-10-17,0
100561,41.0,Female,North,Graduate,Salaried,383858.57,369279.57,Education,696.4,1,20,63.14,2020-05-21,0
100562,61.0,Male,North,Secondary,Self-Employed,2294292.08,1229254.77,Home,791.3,0,22,29.63,2019-10-13,0
100563,48.0,Female,North,Graduate,Salaried,535855.42,381597.43,Home,673.7,0,20,10.23,2026-03-10,0
100564,34.0,Female,East,Graduate,Salaried,230377.91,120121.23,Business,664.3,0,31,43.48,2018-02-03,0
100565,51.0,Female,North,Graduate,Salaried,327896.78,135627.78,Home,730.3,2,22,4.83,2025-07-15,0
100566,34.0,Female,East,Secondary,Salaried,404034.3,459282.43,Other,688.4,0,23,11.13,2020-05-16,0
100567,18.0,Male,North,Graduate,Self-Employed,819757.8,650349.62,Home,646.8,0,22,53.6,2026-04-21,0
100568,27.0,Female,North,Secondary,Salaried,564556.06,563699.38,Business,723.9,5,17,24.12,2020-04-11,0
100569,18.0,Other,South,Post-Graduate,Salaried,479588.65,497596.57,Car,624.5,3,26,22.42,2021-01-15,0
100570,34.0,Female,East,Graduate,Self-Employed,219165.39,903795.7,Car,,1,23,41.63,2019-04-07,1
100571,38.0,Male,North,Secondary,Salaried,,325542.44,Other,635.1,0,24,24.54,2023-10-30,0
100572,56.0,Male,East,Secondary,Salaried,815375.13,769848.63,Car,795.0,2,25,42.88,2018-11-18,0
100573,42.0,Male,East,Secondary,Salaried,623149.99,169023.65,Education,406.2,0,29,40.45,2019-02-19,0
100574,36.0,Female,West,Graduate,Salaried,460209.02,261459.37,Home,713.6,1,17,30.82,2023-02-18,0
100575,47.0,Female,South,Secondary,,761440.06,152173.72,Home,682.9,1,25,28.81,2026-04-28,0
100576,18.0,Male,South,Graduate,Salaried,799542.33,381587.58,Home,537.1,2,33,39.91,2024-02-16,0
100577,41.0,Male,South,Secondary,Salaried,651312.95,437681.23,Business,706.3,2,26,15.11,2021-06-10,1
100578,46.0,Female,West,Graduate,Salaried,349457.36,481886.44,Home,720.4,3,33,30.14,2024-09-05,0
100579,22.0,Female,West,Graduate,Salaried,640371.64,467022.57,Home,730.1,2,29,14.85,2018-06-17,0
100580,51.0,Female,South,Graduate,Salaried,1061494.01,257937.06,Car,454.6,2,19,34.51,2021-03-19,0
100581,42.0,Female,West,Graduate,Salaried,396141.83,401458.06,Education,796.1,2,21,20.89,2025-06-04,1
100582,33.0,Male,West,Secondary,Self-Employed,1743735.47,183236.85,Business,617.3,0,20,38.97,2021-11-10,0
100583,45.0,Male,West,Primary,Salaried,411916.75,1019619.67,Home,738.4,2,23,30.14,2024-08-25,0
100584,63.0,Female,South,Graduate,Salaried,559891.01,375054.72,Home,743.0,0,17,44.35,2023-01-07,0
100585,40.0,Female,South,Secondary,Salaried,379954.38,335598.64,Other,605.5,0,21,12.01,2023-07-18,0
100586,41.0,Female,South,Secondary,Salaried,621861.4,1167490.42,Home,736.1,4,29,62.05,2022-06-29,0
100587,33.0,Female,West,Primary,Salaried,210965.87,213556.12,Business,,2,24,35.64,2020-06-16,1
100588,29.0,Female,South,Secondary,Salaried,407318.44,229039.69,Business,503.9,3,18,17.16,2025-12-21,0
100589,47.0,Male,West,Primary,Unemployed,,233111.15,Business,779.3,4,19,24.37,2023-10-11,1
100590,29.0,Male,North,Graduate,Salaried,592502.07,432042.84,Home,614.1,4,16,59.61,2025-01-19,1
100591,39.0,Male,West,Secondary,Unemployed,950382.31,583022.96,Business,607.4,1,22,57.15,2020-05-11,0
100592,33.0,Male,East,Graduate,,784637.39,701382.13,Business,645.7,3,23,47.64,2018-05-30,0
100593,43.0,Female,South,Primary,Salaried,149232.52,2105787.47,Education,703.1,1,26,12.47,2023-12-04,0
100594,42.0,Other,South,Graduate,Salaried,1690968.27,116697.85,Car,675.1,3,31,14.13,2020-04-03,0
100595,49.0,Male,East,Secondary,Salaried,646984.44,648387.78,Home,726.6,1,30,16.79,2023-10-14,0
100596,32.0,,West,Post-Graduate,Salaried,358828.21,322134.53,Home,566.1,2,25,35.65,2021-12-23,0
100597,35.0,Female,North,Post-Graduate,Self-Employed,599645.49,316523.82,Education,616.9,3,22,24.27,2024-06-15,1
100598,27.0,Male,East,Secondary,Salaried,605965.27,310251.82,Education,670.1,1,20,23.88,2025-07-16,0
100599,33.0,Female,East,Post-Graduate,Unemployed,381134.18,260860.5,Car,841.3,4,20,40.21,2025-12-11,1
100600,,Female,West,Post-Graduate,Self-Employed,,1236404.05,Car,670.3,2,34,33.62,2021-12-24,0
100601,46.0,Female,South,Graduate,Salaried,393786.36,745925.69,Car,772.2,0,27,6.96,2026-05-30,0
100602,,Male,West,Graduate,Salaried,440327.68,456306.7,Education,683.3,1,18,12.33,2018-11-02,1
100603,48.0,Male,East,Secondary,Salaried,,1012175.28,Other,638.9,0,26,41.67,2021-10-16,1
100604,53.0,Female,East,Graduate,Salaried,,181586.15,Home,659.0,1,20,57.64,2022-04-24,0
100605,43.0,Female,South,Primary,Salaried,595933.05,202517.14,Car,665.7,4,24,40.06,2020-05-22,1
100606,59.0,Male,South,Primary,Salaried,758871.88,121810.55,Home,731.3,2,22,53.38,2018-06-18,0
100607,29.0,Female,South,Post-Graduate,Salaried,730043.6,295774.95,Education,796.8,2,23,13.24,2022-01-22,0
100608,24.0,Male,West,Secondary,Salaried,863399.21,495846.65,Business,710.6,1,28,10.7,2022-05-23,0
100609,18.0,Female,South,Graduate,Unemployed,657408.37,478646.69,Other,780.9,1,32,4.91,2020-10-27,0
100610,54.0,Male,East,Graduate,Self-Employed,410312.58,492184.05,Home,598.0,4,29,52.85,2022-10-01,0
100611,45.0,Female,East,Graduate,Unemployed,872823.54,192985.2,Other,644.8,4,22,45.88,2025-03-20,1
100612,37.0,Male,North,Post-Graduate,Salaried,260677.4,728611.33,Home,618.4,1,22,30.17,2025-09-10,0
100613,41.0,Male,West,Secondary,Salaried,335140.22,519581.72,Education,706.7,4,21,18.24,2018-12-13,1
100614,26.0,Male,North,Primary,Salaried,323632.38,698601.27,Home,649.5,0,18,11.07,2026-03-22,0
100615,65.0,Male,East,Secondary,Salaried,996201.07,144544.91,Other,742.0,2,26,29.88,2020-01-05,0
100616,39.0,Female,North,Secondary,Salaried,923759.69,542475.05,Education,600.9,0,26,54.98,2021-06-30,0
100617,39.0,Other,East,Primary,Self-Employed,719053.78,220652.36,Education,683.7,2,22,54.03,2024-09-23,1
100618,46.0,Male,North,Secondary,Self-Employed,991758.57,354551.51,Business,738.4,1,23,49.01,2019-06-27,0
100619,43.0,Male,South,Graduate,Salaried,339106.0,620091.17,Home,504.4,3,23,18.5,2018-12-21,1
100620,40.0,Female,North,Graduate,Salaried,666237.09,475279.83,Home,850.0,3,29,5.81,2019-12-14,0
100621,29.0,Female,South,Secondary,Salaried,513408.77,269973.44,Business,,0,18,13.47,2019-08-07,0
100622,43.0,Female,South,Graduate,Salaried,876295.56,451696.94,Car,507.9,2,22,14.05,2019-05-26,0
100623,59.0,Male,West,Secondary,,516226.15,179527.14,Home,693.4,0,24,21.77,2025-01-24,0
100624,53.0,Male,South,Primary,Salaried,445055.81,897315.94,Car,682.8,2,24,43.42,2025-01-19,1
100625,56.0,Female,South,Graduate,Salaried,740568.37,397850.84,Education,673.0,1,22,22.03,2020-08-04,0
100626,32.0,Male,North,Graduate,Unemployed,890525.13,880401.06,Home,764.3,3,15,13.96,2021-04-13,0
100627,27.0,Female,East,Graduate,Salaried,380820.61,328103.32,Home,743.5,2,26,33.79,2025-11-11,0
100628,37.0,Male,West,Primary,Self-Employed,531831.47,328685.7,Home,705.3,1,28,25.16,2018-03-19,0
100629,39.0,Female,South,Graduate,Salaried,307285.08,284500.64,Car,718.3,2,24,18.55,2019-03-16,0
100630,50.0,Male,West,Graduate,Salaried,139210.16,761242.48,Other,671.1,3,27,30.12,2022-11-11,0
100631,19.0,Female,North,Graduate,Salaried,614108.16,294002.68,Other,830.9,3,22,28.13,2025-02-09,0
100632,55.0,Male,South,Graduate,Salaried,768788.75,662489.59,Education,554.3,0,19,26.7,2024-09-13,0
100633,36.0,Female,North,Graduate,Salaried,635273.12,357729.15,Home,691.9,1,32,4.37,2021-05-01,0
100634,33.0,,West,Graduate,Self-Employed,188229.01,137506.28,Other,685.5,4,19,4.36,2025-07-11,0
100635,27.0,Female,North,Graduate,Self-Employed,453479.97,319596.46,Education,749.1,3,27,18.93,2021-07-14,0
100636,20.0,Female,West,Post-Graduate,Salaried,162361.77,221801.46,Home,608.3,1,17,12.8,2018-05-06,0
100637,47.0,Female,North,Graduate,Salaried,1168240.31,459247.47,Other,531.8,0,16,30.98,2022-10-05,0
100638,39.0,Female,West,Secondary,Unemployed,302653.4,220302.8,Business,693.3,4,25,32.33,2025-11-21,0
100639,24.0,Female,East,Graduate,Salaried,1097061.22,784332.19,Business,703.9,1,32,20.45,2025-02-04,0
100640,24.0,Female,North,Secondary,Salaried,925326.44,426069.32,Business,806.6,3,23,48.55,2019-05-17,0
100641,34.0,Male,North,Secondary,Salaried,,404515.47,Home,572.0,1,32,17.41,2025-11-11,1
100642,56.0,Female,East,Graduate,Self-Employed,294973.8,666995.21,Home,778.1,2,26,46.8,2019-01-22,1
100643,35.0,Male,East,Post-Graduate,Unemployed,666887.85,802387.57,Business,850.0,4,21,29.02,2019-02-16,0
100644,21.0,Male,North,Post-Graduate,Salaried,345689.18,444605.93,Home,647.9,1,22,49.25,2021-10-01,1
100645,35.0,Male,East,Secondary,Unemployed,581891.98,283305.95,Car,570.3,4,23,32.28,2023-06-30,1
100646,35.0,Male,South,Graduate,Self-Employed,421729.07,155223.47,Business,645.4,2,24,48.35,2021-01-22,0
100647,18.0,Female,West,Secondary,Salaried,206496.02,298156.27,Business,681.2,3,40,28.55,2024-07-03,0
100648,37.0,Female,West,Post-Graduate,Salaried,161283.05,310728.72,Car,,4,27,48.77,2023-11-18,0
100649,35.0,Female,West,Post-Graduate,,623029.96,479854.08,Business,,5,15,14.86,2024-11-13,0
100650,46.0,Male,South,Graduate,Unemployed,403857.27,365826.6,Business,812.2,1,30,19.69,2021-08-31,0
100651,58.0,Male,East,Graduate,Salaried,405742.56,679941.91,Education,585.3,2,16,54.37,2023-09-04,0
100652,50.0,Male,East,Graduate,Self-Employed,806451.2,311518.16,Home,532.2,3,29,20.44,2023-04-26,1
100653,,Male,North,Graduate,Salaried,1048705.19,434859.45,Home,774.1,0,26,17.58,2024-12-16,0
100654,26.0,Male,East,Primary,Self-Employed,,915655.36,Car,486.7,1,32,47.05,2018-12-19,1
100655,66.0,Male,North,Secondary,Salaried,,552438.83,Home,662.6,2,27,35.5,2020-05-18,0
100656,39.0,Male,South,Graduate,Salaried,724148.84,434078.35,Home,,0,37,20.13,2024-02-25,1
100657,38.0,Female,West,Graduate,Self-Employed,,313588.28,Home,679.0,2,32,37.6,2021-07-26,0
100658,38.0,Female,West,Secondary,Self-Employed,621821.12,307756.46,Car,584.7,4,18,31.97,2020-04-26,1
100659,40.0,Other,West,Post-Graduate,Self-Employed,745053.15,270123.6,Other,675.1,3,19,36.87,2021-01-07,1
100660,36.0,Female,East,Secondary,Salaried,3192010.03,325266.05,Home,675.7,2,25,19.25,2021-12-18,0
100661,32.0,Female,North,Graduate,Self-Employed,189559.75,708143.73,Business,693.7,4,25,15.3,2019-06-10,1
100662,32.0,Male,North,Graduate,Salaried,361829.42,393906.91,Business,736.3,3,26,25.14,2025-02-01,0
100663,38.0,Female,South,Graduate,Salaried,339296.21,200213.39,Home,591.7,0,17,9.29,2022-08-07,0
100664,32.0,Female,East,Graduate,Salaried,581061.21,1300038.5,Other,823.4,2,28,7.98,2024-11-29,0
100665,30.0,Male,South,Secondary,Salaried,716463.85,545240.35,Education,700.8,5,21,14.74,2023-02-22,0
100666,39.0,Male,North,Secondary,Salaried,1252765.77,193462.08,Car,741.8,1,24,21.91,2018-01-10,0
100667,35.0,Female,North,Graduate,Unemployed,418923.06,345204.93,Business,626.6,2,17,14.18,2021-07-07,0
100668,55.0,Male,West,Graduate,Salaried,418322.81,480957.74,Home,789.3,2,29,16.24,2025-01-15,0
100669,18.0,Female,East,Secondary,Self-Employed,,1251380.77,Business,658.2,2,31,43.72,2025-10-28,1
100670,50.0,Female,North,Graduate,Salaried,647446.13,231453.76,Home,703.6,1,30,8.91,2025-09-20,0
100671,52.0,Male,West,Secondary,Salaried,1104476.35,808250.48,Business,600.7,2,33,28.94,2022-06-08,0
100672,18.0,Male,East,Graduate,Salaried,644657.19,1042043.99,Car,595.3,0,36,6.03,2023-02-27,0
100673,34.0,Male,South,Graduate,Unemployed,291052.64,308602.8,Education,738.5,0,16,27.8,2025-12-17,0
100674,34.0,,East,Secondary,,264197.7,380977.15,Home,642.3,0,30,13.25,2026-06-05,0
100675,23.0,Male,East,Primary,Unemployed,234296.3,241643.15,Education,,2,30,33.73,2020-11-24,0
100676,29.0,Female,North,Graduate,Unemployed,791592.54,398286.22,Business,625.3,5,22,19.99,2024-02-01,0
100677,26.0,Male,North,Graduate,Salaried,1057482.68,440228.36,Car,739.4,3,24,26.59,2024-10-25,0
100678,57.0,Male,East,Graduate,Salaried,1520915.08,668500.79,Education,626.5,4,23,62.79,2021-03-16,0
100679,48.0,Male,North,Graduate,Self-Employed,874477.19,865543.53,Car,670.0,1,20,20.5,2022-05-12,0
100680,52.0,Female,North,Graduate,Salaried,1042606.91,287260.64,Other,681.3,2,25,58.89,2026-06-12,0
100681,46.0,Male,North,Post-Graduate,Salaried,399777.96,138220.82,Car,517.0,3,26,29.05,2023-04-12,1
100682,26.0,Male,West,Graduate,Salaried,291164.84,444300.31,Business,555.0,2,27,29.49,2024-04-12,0
100683,32.0,Female,West,Secondary,Salaried,877837.86,536662.87,Business,708.6,3,27,10.73,2019-11-06,0
100684,43.0,Female,East,Secondary,Salaried,692039.26,522642.77,Car,,5,28,22.96,2023-02-22,1
100685,25.0,Male,North,Secondary,,583481.46,369904.05,Home,769.8,3,31,44.73,2023-12-02,0
100686,46.0,Female,West,Graduate,Salaried,680598.52,2206289.92,Car,762.2,1,21,28.26,2020-10-08,1
100687,35.0,Male,East,Secondary,Salaried,,1117125.86,Business,741.1,2,28,17.32,2020-03-04,0
100688,34.0,Male,North,Post-Graduate,Salaried,1114339.97,565826.83,Home,834.7,1,27,11.5,2018-08-21,0
100689,46.0,Male,South,Graduate,Salaried,1121206.2,359684.24,Education,672.9,2,20,46.64,2022-08-29,0
100690,43.0,Male,North,Graduate,Self-Employed,741918.55,333328.63,Business,735.2,1,27,44.57,2026-04-16,0
100691,34.0,Female,North,Secondary,Salaried,875775.57,406399.3,Car,630.3,2,20,62.54,2021-09-07,0
100692,51.0,Male,West,Primary,Salaried,729714.0,1201458.55,Education,850.0,1,21,14.67,2023-12-14,0
100693,26.0,Male,East,Primary,Self-Employed,426782.67,403133.25,Home,848.6,3,23,46.38,2019-05-26,0
100694,45.0,Female,East,Secondary,Salaried,,444687.14,Home,681.0,3,24,10.4,2022-02-16,0
100695,45.0,Female,West,Primary,Salaried,255429.38,336924.69,Business,712.9,3,28,23.56,2024-05-17,0
100696,35.0,Male,North,Graduate,Self-Employed,981967.91,870125.62,Home,795.5,0,16,32.95,2020-03-08,1
100697,42.0,Female,South,Post-Graduate,Salaried,285125.85,1458479.79,Home,667.5,0,32,44.55,2026-04-14,0
100698,24.0,Male,North,Post-Graduate,Self-Employed,643621.03,589700.87,Business,624.2,1,23,11.28,2026-01-29,0
100699,48.0,Female,North,Graduate,Self-Employed,345531.43,472912.95,Car,754.3,1,19,62.3,2021-07-30,0
100700,36.0,Female,South,Secondary,Salaried,745669.31,460041.77,Other,686.7,4,18,30.63,2025-05-22,0
100701,32.0,Female,West,Graduate,Salaried,539832.77,107626.14,Other,695.6,1,21,15.21,2019-01-27,1
100702,50.0,Male,East,Post-Graduate,Salaried,228789.53,703690.13,Home,609.1,2,24,37.5,2019-01-17,1
100703,30.0,Male,West,Secondary,Salaried,693189.27,487722.91,Home,534.0,1,20,53.11,2024-03-13,0
100704,23.0,Male,West,Graduate,Salaried,1924464.33,581873.35,Business,700.1,2,13,24.61,2025-02-02,1
100705,21.0,Male,North,Secondary,,892966.42,293644.62,Car,756.9,0,24,28.21,2019-08-29,0
100706,45.0,Male,East,Graduate,Salaried,550401.17,357299.17,Home,660.8,4,23,13.99,2018-04-26,1
100707,24.0,Female,East,Post-Graduate,Salaried,683618.37,351648.68,Business,802.1,2,24,29.65,2019-05-24,0
100708,57.0,Male,West,Primary,Salaried,324814.86,830660.67,Home,620.2,0,23,25.53,2024-05-07,0
100709,18.0,Male,South,Post-Graduate,Salaried,,358522.59,Business,590.4,2,22,25.96,2022-01-03,0
100710,57.0,Female,West,Graduate,Salaried,427377.21,1570020.22,Home,674.3,3,30,20.77,2026-07-08,1
100711,40.0,Male,South,Post-Graduate,Self-Employed,881041.42,582753.94,Home,673.0,2,31,7.93,2020-11-13,0
100712,37.0,Female,East,Secondary,Salaried,1383643.72,209314.52,Home,745.4,2,28,21.62,2020-02-15,0
100713,32.0,Male,West,Graduate,Salaried,353213.9,416597.2,Other,614.1,2,25,28.08,2020-12-02,0
100714,42.0,Male,North,Primary,Unemployed,994444.97,304369.53,Business,796.3,0,28,19.06,2021-04-08,0
100715,38.0,Male,West,Secondary,Salaried,166766.68,120616.74,Business,847.2,0,26,15.84,2018-12-06,0
100716,50.0,Male,East,Primary,Salaried,285178.16,1174890.4,Car,676.7,1,19,19.75,2018-06-18,0
100717,39.0,Female,North,Post-Graduate,Salaried,324598.85,686175.28,Car,786.2,3,27,28.34,2023-01-13,1
100718,40.0,Male,North,Graduate,Self-Employed,261396.52,619660.64,Home,590.2,4,22,25.68,2022-04-11,1
100719,34.0,Female,South,Graduate,Salaried,230199.12,2438350.83,Car,771.4,2,31,37.69,2025-06-02,0
100720,37.0,Male,North,Post-Graduate,,690259.55,196377.15,Education,769.0,2,27,16.86,2023-12-31,0
100721,41.0,Male,North,Primary,Salaried,488911.28,336661.27,Education,753.4,2,25,8.07,2019-07-29,0
100722,19.0,Female,West,Secondary,Unemployed,677623.11,745694.54,Home,678.7,0,14,24.03,2022-06-17,0
100723,23.0,Male,East,Primary,Salaried,804063.51,239490.93,Other,428.9,0,24,48.77,2022-10-09,1
100724,46.0,Female,South,Secondary,Salaried,636514.77,98512.75,Home,625.5,0,30,25.12,2019-04-20,0
100725,40.0,Female,West,Secondary,Self-Employed,789727.56,392675.66,Other,626.8,0,10,51.88,2024-06-16,0
100726,36.0,Female,North,Secondary,Salaried,529363.59,413307.99,Home,596.8,1,27,61.58,2026-07-29,0
100727,38.0,Female,North,Secondary,Unemployed,286309.08,488131.89,Car,,2,24,9.68,2026-06-28,0
100728,42.0,Male,South,Primary,Salaried,984088.74,696702.69,Car,644.4,3,30,32.53,2019-06-15,0
100729,32.0,Male,East,Secondary,Self-Employed,397782.99,659717.08,Car,609.9,6,21,71.62,2020-09-17,1
100730,29.0,Male,South,Secondary,Salaried,328764.05,525583.71,Education,590.0,3,27,47.05,2023-10-22,0
100731,40.0,Female,West,Post-Graduate,Self-Employed,498729.29,922019.54,Car,619.2,2,25,48.49,2021-11-18,1
100732,27.0,Other,South,Graduate,Unemployed,332910.03,180885.77,Car,775.3,2,17,20.17,2020-05-18,0
100733,42.0,Male,North,Post-Graduate,Salaried,437174.12,609108.66,Business,623.8,0,29,21.05,2024-09-07,1
100734,19.0,Female,West,Secondary,Salaried,664575.13,655350.76,Business,636.2,1,32,34.49,2022-11-17,0
100735,49.0,Male,North,Secondary,Salaried,666144.25,213900.34,Business,641.2,2,23,44.2,2024-12-03,1
100736,43.0,Female,East,Graduate,Salaried,335664.36,182641.5,Home,708.8,1,24,30.42,2024-11-25,1
100737,41.0,Male,North,Secondary,Salaried,420599.18,287632.12,Education,718.8,1,23,48.93,2018-11-09,0
100738,49.0,Other,North,Secondary,Salaried,993070.27,302573.04,Education,421.2,0,24,56.97,2022-01-01,0
100739,56.0,Female,South,Secondary,,722659.63,707189.92,Car,766.8,0,31,8.47,2020-08-09,0
100740,49.0,Male,North,Secondary,Salaried,1721935.19,311227.55,Car,,3,23,53.18,2024-06-29,0
100741,18.0,Male,West,Secondary,Salaried,1052568.63,269195.66,Car,590.7,1,25,50.26,2020-10-09,1
